Year,GrandPrix,Driver,Team,GridPosition,is_winner,is_top3,points,LapTime,Sector1Time,Sector2Time,Sector3Time,TyreLife,speed,rpm,driver_form,team_performance,track_history
2023,Hungary,VER,Red Bull Racing,1.0,1,1,575.0,84.06843478260869,29.265,28.662,22.577,28.0,321.0,6493.64193711515,515.1666666666666,2005.0,395.5
2023,Hungary,ZHO,Alfa Romeo,,0,0,6.0,86.06458823529411,30.074,30.054,23.354,36.0,332.0,6476.313442603445,6.0,42.0,0.0
2023,Silverstone,ALB,Williams,6.0,0,0,27.0,98.69513725490197,28.927,37.139,25.086,32.0,330.0,6505.487164232383,27.0,57.0,0.0
2023,Silverstone,ALO,Aston Martin,,0,0,206.0,98.70794117647058,29.103,36.926,25.309,34.0,323.0,6446.084600053544,206.0,634.0,81.0
2023,Silverstone,BOT,Alfa Romeo,,0,0,10.0,98.78025490196077,29.193,37.073,25.296,32.0,324.0,6617.0999850052485,10.0,38.0,226.0
2023,Silverstone,DEV,AlphaTauri,,0,0,0.0,98.93376470588235,29.334,37.301,25.347,27.0,335.0,6590.617425707232,0.0,63.0,0.0
2023,Silverstone,GAS,Alpine,,0,0,62.0,99.96804545454546,29.165,36.888,25.237,31.0,318.0,5834.675194098224,62.0,298.0,110.0
2023,Silverstone,HAM,Mercedes,9.0,0,1,234.0,97.42620000000001,28.789,36.615,24.902,33.0,325.0,6396.14865796971,234.0,993.0,387.5
2023,Silverstone,HUL,Haas F1 Team,10.0,0,0,9.0,98.82545098039216,29.176,37.003,25.386,25.0,330.0,6661.461403456585,9.0,27.0,0.0
2023,Silverstone,LEC,Ferrari,2.0,0,0,206.0,98.77111764705883,28.928,36.928,24.918,20.0,333.0,6660.04625635839,206.0,1012.0,159.0
2023,Silverstone,MAG,Haas F1 Team,,0,0,3.0,94.3378,29.695,37.752,25.628,32.0,323.0,4087.311211589375,3.0,33.0,0.0
2023,Silverstone,NOR,McLaren,7.0,0,0,205.0,97.17568,29.005,36.383,24.908,33.0,312.0,6676.4440610405445,205.0,701.0,160.0
2023,Silverstone,OCO,Alpine,,0,0,58.0,94.229375,29.526,37.765,25.966,9.0,318.0,1575.7528631347236,58.0,302.0,74.0
2023,Silverstone,PER,Red Bull Racing,5.0,0,1,285.0,98.5448431372549,29.104,36.462,24.987,28.0,339.0,6529.455126870334,285.0,2295.0,190.0
2023,Silverstone,PIA,McLaren,8.0,0,0,97.0,98.5674705882353,29.043,36.59,24.922,29.0,323.0,6659.681871345029,97.0,809.0,0.0
2023,Silverstone,RUS,Mercedes,3.0,0,0,175.0,98.61750980392158,29.049,36.759,25.041,31.0,326.0,6543.401169590643,175.0,1052.0,16.0
2023,Silverstone,SAI,Ferrari,4.0,0,0,200.0,98.76670588235294,29.054,36.938,25.188,26.0,331.0,6673.738731443995,200.0,1018.0,164.5
2023,Silverstone,SAR,Williams,,0,0,1.0,98.76035294117648,29.102,37.177,25.157,29.0,332.0,6489.787518219949,1.0,83.0,0.0
